Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
269,Calais Campbell,ARI,DE,13,0,0,0,0,0,0,0,0,6.5,0,0,0,7.9,103.3
270,Tamba Hali,KC,OLB,15,0,0,0,0,0,0,0,0,9,0,1,0,6.8,102.7
271,Antrel Rolle,NYG,SS,16,0,0,0,0,0,0,0,0,0,2,1,1,6.4,102.5
271,Alterraun Verner,TEN,CB,16,0,0,0,0,0,0,0,0,0,2,1,1,6.4,102.5
271,Eric Berry,KC,FS,16,0,0,0,0,0,0,0,0,0,1,0,0,6.4,102.5
274,Miles Burris,LV,OLB,16,0,0,0,0,0,0,0,0,1.5,1,0,0,6.4,102.1
275,Rian Lindell,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
276,Jermaine Gresham,CIN,TE,16,0,0,0,0,0,64,737,5,0,0,0,0,6.4,101.7
277,Major Wright,CHI,SS,16,0,0,0,0,0,0,0,0,0,4,1,2,6.3,101.5
278,James Harrison,PIT,LB,13,0,0,0,0,0,0,0,0,6,0,2,0,7.8,101.1
279,Dunta Robinson,ATL,CB,16,0,0,0,0,0,0,0,0,1.5,1,1,0,6.3,100.6
280,Michael Griffin,TEN,SS,16,0,0,0,0,0,0,0,0,1,4,2,0,6.3,100.3
280,Donald Butler,LAC,OLB,12,0,0,0,0,0,0,0,0,3,1,2,0,8.4,100.3
282,Robbie Gould,CHI,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7.7,100
283,Mark Barron,TB,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,6.2,99.5
284,Patrick Robinson,NO,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,6.2,99.4
285,Percy Harvin,MIN,WR,9,0,0,0,96,1,62,677,3,0,0,0,0,11,99.3
286,Corey Liuget,LAC,DT,16,0,0,0,0,0,0,0,0,7,0,1,1,6.2,99.1
286,Brandon Gibson,LAR,WR,16,0,0,0,0,0,51,691,5,0,0,0,0,6.2,99.1
288,Kam Chancellor,SEA,SS,16,0,0,0,0,0,0,0,0,0,0,1,2,6.2,99
288,Nick Folk,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99
290,Nate Washington,TEN,WR,16,0,0,0,0,0,46,746,4,0,0,0,0,6.2,98.6
291,Malcolm Jenkins,NO,SS,13,0,0,0,0,0,0,0,0,0,1,0,0,7.6,98.5
292,Chris Clemons,MIA,ILB,16,0,0,0,3,0,0,0,0,0,2,0,1,6.1,98.3
293,Sheldon Brown,CLE,CB,15,0,0,0,0,0,0,0,0,1,3,1,2,6.5,98.1
294,Jasper Brinkley,MIN,ILB,16,0,0,0,0,0,0,0,0,0,0,3,0,6.1,98
295,Ryan Mathews,LAC,RB,12,0,0,0,707,1,39,252,0,0,0,0,0,8.2,97.9
296,Paul Kruger,BAL,DE,15,0,0,0,0,0,0,0,0,9,1,1,1,6.5,97.6
297,Andre Brown,NYG,RB,10,0,0,0,385,8,12,86,0,0,0,0,0,9.7,97.1
298,Donnie Avery,IND,WR,16,0,0,0,9,0,60,781,3,0,0,0,0,6.1,97
299,Yeremiah Bell,NYJ,FS,16,0,0,0,0,0,0,0,0,1,0,0,3,6,96.8
300,Brian Urlacher,CHI,LB,12,0,0,0,0,0,0,0,0,0,1,2,2,8,96.5
300,Ed Reed,BAL,FS,16,0,0,0,0,0,0,0,0,0,4,0,3,6,96.5
302,Dwayne Bowe,KC,WR,13,0,0,0,0,0,59,801,3,0,0,0,0,7.4,96.1
303,Dan Carpenter,MIA,K,14,0,0,0,0,0,0,0,0,0,0,0,0,6.9,96
304,Antonio Gates,LAC,TE,15,0,0,0,0,0,49,538,7,0,0,0,0,6.4,95.8
305,Dont'a Hightower,NE,LB,14,0,0,0,0,0,0,0,0,4,0,0,2,6.8,95.6
306,Dawan Landry,JAX,SS,16,0,0,0,0,0,0,0,0,0,1,0,0,6,95.5
307,Brandon LaFell,CAR,WR,14,0,0,0,35,0,44,677,4,0,0,0,0,6.8,95.2
307,Everson Griffen,MIN,DE,16,0,0,0,0,0,0,0,0,8,1,1,2,6,95.2
309,Kerry Rhodes,ARI,FS,15,0,0,0,0,0,0,0,0,1,4,2,0,6.3,95.1
310,Pierre Thomas,NO,RB,15,0,0,0,473,1,39,354,1,0,0,0,0,6.3,94.7
311,Donte Whitner,SF,SS,16,0,0,0,0,0,0,0,0,0,1,2,1,5.9,94.5
311,Craig Robertson,CLE,OLB,16,0,0,0,0,0,0,0,0,1,2,0,2,5.9,94.5
311,Bryan Scott,BUF,OLB,16,0,0,0,0,0,0,0,0,0,4,2,2,5.9,94.5
314,Pierre Garcon,WAS,WR,10,0,0,0,9,1,44,633,4,0,0,0,0,9.4,94.2
315,Blaine Gabbert,JAX,QB,10,1662,9,6,56,0,0,0,0,0,0,0,0,9.4,94.08
316,Kurt Coleman,PHI,FS,14,0,0,0,0,0,0,0,0,0,2,1,0,6.7,94
316,Tyvon Branch,LV,SS,14,0,0,0,0,0,0,0,0,0,1,0,0,6.7,94
316,Mike Nugent,CIN,K,12,0,0,0,0,0,0,0,0,0,0,0,0,7.8,94
319,Will Smith,NO,DE,16,0,0,0,0,0,0,0,0,6,0,0,1,5.8,93.5
320,Chris Long,LAR,DE,16,0,0,0,0,0,0,0,0,11.5,0,0,0,5.8,93.4
321,Mark Ingram II,NO,RB,16,0,0,0,602,5,6,29,0,0,0,0,0,5.8,93.1
322,Josh Scobee,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.8,93
323,Martellus Bennett,NYG,TE,16,0,0,0,0,0,55,626,5,0,0,0,0,5.8,92.6
324,Felix Jones,DAL,RB,16,0,0,0,402,3,25,262,2,0,0,0,0,5.8,92.4
325,Darrius Heyward-Bey,LV,WR,15,0,0,0,16,0,41,606,5,0,0,0,0,6.1,92.2
326,Dashon Goldson,SF,FS,16,0,0,0,31,0,0,0,0,0,3,1,2,5.8,92.1
327,Patrick Peterson,ARI,CB,16,0,0,0,13,0,3,11,0,0,7,0,1,5.7,91.9
328,Terence Newman,CIN,CB,15,0,0,0,0,0,0,0,0,0,2,1,2,6.1,91.5
328,Antoine Cason,LAC,CB,16,0,0,0,0,0,0,0,0,0,2,2,0,5.7,91.5
330,Knowshon Moreno,DEN,RB,8,0,0,0,525,4,21,167,0,0,0,0,0,11.4,91.2
331,Jeremy Kerley,NYJ,WR,16,42,0,0,8,0,56,827,2,0,0,0,0,5.7,91.18
332,Scott Chandler,BUF,TE,15,0,0,0,0,0,43,571,6,0,0,0,0,6.1,91.1
333,Nick Novak,LAC,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7,91
333,Chris Givens,LAR,WR,15,0,0,0,12,0,42,698,3,0,0,0,0,6.1,91
333,Jabaal Sheard,CLE,DE,16,0,0,0,0,0,0,0,0,7,0,1,0,5.7,91
333,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,36,12,21,9,5.7,91
333,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,34,7,14,9,5.7,91
338,Brian Robison,MIN,DE,15,0,0,0,0,0,0,0,0,8.5,0,3,1,6,90.7
339,George Wilson,BUF,SS,16,0,0,0,0,0,0,0,0,0,0,0,0,5.7,90.5
340,Erin Henderson,MIN,ILB,14,0,0,0,0,0,0,0,0,3,0,1,0,6.4,90.2
340,Greg Little,CLE,WR,16,0,0,0,15,0,53,647,4,0,0,0,0,5.6,90.2
342,Keenan Lewis,PIT,CB,16,0,0,0,0,0,0,0,0,0,0,1,0,5.6,89.5
343,Brad Jones,GB,ILB,16,0,0,0,0,0,0,0,0,2,0,1,0,5.6,88.9
344,Justin Smith,SF,DT,14,0,0,0,0,0,0,0,0,3,0,0,1,6.3,88.8
345,Jason Babin,JAX,OLB,16,0,0,0,0,0,0,0,0,7,0,4,1,5.5,88.4
345,Jacquizz Rodgers,ATL,RB,16,0,0,0,362,1,53,402,1,0,0,0,0,5.5,88.4
347,Rob Jackson,WAS,OLB,16,0,0,0,0,0,0,0,0,4.5,4,2,1,5.5,87.7
348,Cliff Avril,DET,DE,16,0,0,0,0,0,0,0,0,9.5,0,2,0,5.5,87.6
349,Hakeem Nicks,NYG,WR,13,0,0,0,0,0,53,692,3,0,0,0,0,6.7,87.2
350,Mike Tolbert,CAR,FB,16,0,0,0,183,7,27,268,0,0,0,0,0,5.4,87.1
351,Buster Skrine,CLE,CB,16,0,0,0,0,0,0,0,0,0,0,0,1,5.4,87
352,Robert Quinn,LAR,OLB,16,0,0,0,0,0,0,0,0,10.5,0,1,0,5.4,86.6
353,DeAndre Levy,DET,OLB,14,0,0,0,0,0,0,0,0,0,1,0,1,6.2,86.5
354,Nick Foles,PHI,QB,7,1699,6,5,42,1,0,0,0,0,0,0,0,12.3,86.16
355,Connor Barwin,HOU,OLB,16,0,0,0,0,0,0,0,0,3,0,0,1,5.4,86
356,Stephon Gilmore,BUF,CB,16,0,0,0,0,0,0,0,0,0,1,3,0,5.3,85.5
356,Casey Hayward Jr.,GB,CB,16,0,0,0,0,0,0,0,0,0,6,1,0,5.3,85.5
356,Jordan Babineaux,TEN,SS,16,0,0,0,10,0,0,0,0,0,1,0,0,5.3,85.5
359,Rahim Moore,DEN,FS,16,0,0,0,0,0,0,0,0,1,1,0,1,5.3,85.3
360,Kendall Wright,TEN,WR,15,0,0,0,4,0,64,626,4,0,0,0,0,5.7,85
360,Mychal Kendricks,PHI,OLB,15,0,0,0,0,0,0,0,0,1,0,0,0,5.7,85
360,Kareem Jackson,HOU,SS,16,0,0,0,0,0,0,0,0,0,4,0,0,5.3,85
363,Vernon Davis,SF,TE,16,0,0,0,0,0,41,548,5,0,0,0,0,5.3,84.8
364,Kevin Kolb,ARI,QB,6,1169,8,3,100,1,0,0,0,0,0,0,0,14.1,84.76
365,Carlos Rogers,SF,CB,16,0,0,0,0,0,0,0,0,1,1,0,3,5.3,84.7
366,Derek Cox,JAX,CB,12,0,0,0,0,0,0,0,0,0,4,1,0,7,84.5
367,Brandon Stokley,DEN,WR,15,0,0,0,0,0,45,544,5,0,0,0,0,5.6,84.4
368,Kai Forbath,WAS,K,11,0,0,0,0,0,0,0,0,0,0,0,0,7.6,84
368,Earl Thomas III,SEA,FS,16,0,0,0,0,0,0,0,0,0,3,1,1,5.2,84
370,Davone Bess,MIA,WR,13,0,0,0,0,0,61,778,1,0,0,0,0,6.4,83.8
371,Danny Amendola,LAR,WR,11,0,0,0,8,0,63,666,3,0,0,0,0,7.6,83.4
372,T.J. Ward,CLE,SS,14,0,0,0,0,0,0,0,0,1,1,3,0,5.9,83
373,William Gay,ARI,FS,16,0,0,0,0,0,0,0,0,1,2,3,1,5.2,82.9
373,Kenny Britt,TEN,WR,14,0,0,0,0,0,45,589,4,0,0,0,0,5.9,82.9
375,Chandler Jones,NE,OLB,14,0,0,0,0,0,0,0,0,6,0,3,0,5.9,82.8
376,Marcel Reece,LV,FB,16,0,0,0,271,0,52,496,1,0,0,0,0,5.2,82.7
377,Antonio Smith,HOU,DE,16,0,0,0,0,0,0,0,0,7,0,2,1,5.2,82.6
378,Koa Misi,MIA,OLB,14,0,0,0,0,0,0,0,0,3.5,0,2,0,5.9,82
378,Sean Smith,MIA,CB,16,0,0,0,0,0,0,0,0,0,2,3,0,5.1,82
380,Bilal Powell,NYJ,RB,14,0,0,0,437,4,17,140,0,0,0,0,0,5.8,81.7
381,Champ Bailey,DEN,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,5.1,81.5
382,Fred Jackson,BUF,RB,10,0,0,0,437,3,34,217,1,0,0,0,0,8.1,81.4
383,Sam Acho,ARI,OLB,16,0,0,0,0,0,0,0,0,4,2,2,0,5.1,81.3
383,DeSean Jackson,PHI,WR,11,0,0,0,-7,0,45,700,2,0,0,0,0,7.4,81.3
385,Jonathan Dwyer,PIT,RB,13,0,0,0,623,2,18,106,0,0,0,0,0,6.2,80.9
386,Vince Wilfork,NE,NT,16,0,0,0,0,0,0,0,0,3,0,2,4,5,80.7
387,Israel Idonije,CHI,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,0,5,80.4
388,Andrew Hawkins,CIN,WR,14,0,0,0,30,0,51,533,4,0,0,0,0,5.7,80.3
388,Nick Fairley,DET,DT,13,0,0,0,0,0,0,0,0,5.5,0,2,1,6.2,80.3
390,Bryce Brown,PHI,RB,16,0,0,0,564,4,13,56,0,0,0,0,0,5,80
390,Corey Webster,NYG,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,5,80
390,Cassius Vaughn,IND,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,5,80
393,Jeremy Mincey,JAX,DE,16,0,0,0,0,0,0,0,0,3,0,2,1,5,79.9
394,Charles Godfrey,CAR,SS,15,0,0,0,0,0,0,0,0,0,2,0,1,5.3,79.5
394,Tramon Williams,GB,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,5,79.5
394,Kyle Arrington,NE,CB,16,0,0,0,0,0,0,0,0,0,0,1,1,5,79.5
397,Haloti Ngata,BAL,DT,14,0,0,0,0,0,0,0,0,5,0,0,0,5.6,79
397,Joselio Hanson,LV,CB,16,0,0,0,0,0,0,0,0,0,2,1,2,4.9,79
397,Chris Conte,CHI,FS,15,0,0,0,0,0,0,0,0,0,2,0,1,5.3,79
397,Jameel McClain,BAL,ILB,13,0,0,0,0,0,0,0,0,0,0,0,1,6.1,79
401,Robert Mathis,IND,OLB,12,0,0,0,0,0,0,0,0,8,1,1,0,6.6,78.9
402,Aaron Hernandez,NE,TE,10,0,0,0,5,0,51,483,5,0,0,0,0,7.9,78.8
402,William Hayes,LAR,DE,16,0,0,0,0,0,0,0,0,7,0,0,1,4.9,78.8
404,Kelvin Sheppard,BUF,OLB,16,0,0,0,0,0,0,0,0,2,0,0,0,4.9,78.7
405,Nick Roach,CHI,ILB,16,0,0,0,0,0,0,0,0,1.5,0,1,1,4.9,78.6
406,Matt Cassel,KC,QB,9,1796,6,12,145,1,0,0,0,0,0,0,0,8.7,78.34
407,Marcedes Lewis,JAX,TE,16,0,0,0,0,0,52,540,4,0,0,0,0,4.9,78
408,Henry Melton,CHI,DT,14,0,0,0,0,0,0,0,0,6,0,2,0,5.6,77.9
408,Lance Kendricks,LAR,TE,16,0,0,0,0,0,42,519,4,0,0,0,0,4.9,77.9
410,Captain Munnerlyn,CAR,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,4.8,77.5
410,Johnathan Joseph,HOU,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.5,77.5
412,Michael Bush,CHI,RB,13,0,0,0,411,5,9,83,0,0,0,0,0,6,77.4
413,Osi Umenyiora,NYG,OLB,16,0,0,0,0,0,0,0,0,6,0,2,0,4.8,77.1
414,Bradie James,HOU,LB,15,0,0,0,0,0,0,0,0,0.5,0,0,2,5.1,76.9
415,Linval Joseph,NYG,DT,16,0,0,0,0,0,0,0,0,4,0,1,2,4.8,76.7
415,Jermichael Finley,GB,TE,16,0,0,0,0,0,61,667,2,0,0,0,0,4.8,76.7
417,Chris Houston,DET,CB,14,0,0,0,0,0,0,0,0,0,2,2,0,5.5,76.5
417,Brandon Carr,DAL,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,4.8,76.5
419,Matt Hasselbeck,TEN,QB,8,1367,7,5,38,0,0,0,0,0,0,0,0,9.6,76.48
420,Rod Streater,LV,WR,16,0,0,0,0,0,39,584,3,0,0,0,0,4.8,76.4
421,Bart Scott,NYJ,LB,15,0,0,0,0,0,0,0,0,2.5,1,0,1,5.1,76.3
421,Jason Hatcher,DAL,DE,16,0,0,0,0,0,0,0,0,4,0,0,1,4.8,76.3
423,Brandon Graham,PHI,DE,16,0,0,0,0,0,0,0,0,5.5,0,2,1,4.8,76.2
424,Takeo Spikes,LAC,LB,16,0,0,0,0,0,0,0,0,0.5,0,1,0,4.8,76
424,Morris Claiborne,DAL,CB,15,0,0,0,0,0,0,0,0,0,1,1,2,5.1,76
424,Jamarca Sanford,MIN,SS,16,0,0,0,0,0,0,0,0,0,0,4,1,4.8,76
427,Dwan Edwards,CAR,NT,14,0,0,0,0,0,0,0,0,6,0,1,0,5.4,75.9
428,Asante Samuel,ATL,CB,15,0,0,0,0,0,0,0,0,0,5,0,0,5,75
429,Tarell Brown,SF,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,4.7,74.5
429,Adrian Wilson,ARI,SS,15,0,0,0,0,0,0,0,0,3,1,1,0,5,74.5
429,Kyle Williams,BUF,DT,16,0,0,0,0,0,0,0,0,5,0,0,0,4.7,74.5
432,Jared Cook,TEN,TE,13,0,0,0,0,0,44,523,4,0,0,0,0,5.7,74.3
433,Brandon Flowers,KC,CB,15,0,0,0,0,0,0,0,0,1,3,0,1,4.9,74.2
434,Robert McClain,ATL,CB,15,0,0,0,0,0,0,0,0,0,1,0,2,4.9,74
435,Jonathan Babineaux,ATL,DT,16,0,0,0,0,0,0,0,0,3.5,1,1,1,4.6,73.6
436,Bruce Carter,DAL,ILB,11,0,0,0,0,0,0,0,0,0,0,0,0,6.7,73.5
436,Fletcher Cox,PHI,DT,15,0,0,0,0,0,0,0,0,5.5,0,1,0,4.9,73.5
438,Dominique Rodgers-Cromartie,PHI,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,4.6,73
438,Gerald McCoy,TB,DT,16,0,0,0,0,0,0,0,0,5,0,1,1,4.6,73
440,Leonard Hankerson,WAS,WR,16,0,0,0,5,0,38,543,3,0,0,0,0,4.6,72.8
441,Brent Celek,PHI,TE,15,0,0,0,0,0,57,684,1,0,0,0,0,4.8,72.4
441,Jared Odrick,MIA,DE,16,0,0,0,0,0,0,0,0,5,0,0,0,4.5,72.4
443,Jurrell Casey,TEN,DE,16,0,0,0,0,0,0,0,0,3,0,2,0,4.5,72.1
444,Vontae Davis,IND,CB,10,0,0,0,0,0,0,0,0,1,3,0,0,7.2,71.8
445,Cortez Allen,PIT,CB,15,0,0,0,0,0,0,0,0,0,2,3,1,4.8,71.5
445,Josh Morgan,WAS,WR,16,0,0,0,25,1,48,510,2,0,0,0,0,4.5,71.5
447,Isaac Redman,PIT,RB,14,0,0,0,410,2,19,244,0,0,0,0,0,5.1,71.4
447,Marcell Dareus,BUF,DT,16,0,0,0,0,0,0,0,0,5.5,0,0,1,4.5,71.4
449,Brandon Pettigrew,DET,TE,14,0,0,0,0,0,59,567,3,0,0,0,0,5,70.7
450,Dwayne Allen,IND,TE,16,0,0,0,5,0,45,521,3,0,0,0,0,4.4,70.6
450,Calvin Pace,NYJ,OLB,16,0,0,0,0,0,0,0,0,3,0,0,1,4.4,70.6
452,Josh Norman,CAR,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.4,70.5
452,Courtney Upshaw,BAL,OLB,16,0,0,0,0,0,0,0,0,1.5,0,1,2,4.4,70.5
454,Wallace Gilberry,CIN,DE,14,0,0,0,0,0,0,0,0,6.5,0,1,3,5,70.3
455,CJ Mosley,JAX,DT,16,0,0,0,0,0,0,0,0,2.5,0,1,3,4.4,70.2
455,LaRod Stephens-Howling,ARI,RB,14,0,0,0,356,4,17,106,0,0,0,0,0,5,70.2
457,Erik Walden,GB,OLB,15,0,0,0,0,0,0,0,0,3,2,0,0,4.7,70.1
458,Arthur Jones,BAL,DE,16,0,0,0,0,0,0,0,0,4.5,0,1,0,4.4,70
458,Usama Young,CLE,FS,13,0,0,0,0,0,0,0,0,1.5,3,0,1,5.4,70
460,Corey Wootton,CHI,DE,16,0,0,0,0,0,0,0,0,7,0,2,0,4.4,69.6
461,Javier Arenas,KC,CB,16,0,0,0,0,0,0,0,0,0,0,2,0,4.3,69.5
461,Craig Dahl,LAR,SS,16,0,0,0,0,0,0,0,0,0,1,0,0,4.3,69.5
463,Domenik Hixon,NYG,WR,13,0,0,0,0,0,39,567,2,0,0,0,0,5.3,68.7
464,Joe Haden,CLE,CB,11,0,0,0,0,0,0,0,0,0,3,1,0,6.2,68.5
464,Kevin Ogletree,DAL,WR,15,0,0,0,9,0,32,436,4,0,0,0,0,4.6,68.5
466,Donald Jones,BUF,WR,12,0,0,0,0,0,41,443,4,0,0,0,0,5.7,68.3
467,Benjamin Watson,CLE,TE,16,0,0,0,0,0,49,501,3,0,0,0,0,4.3,68.1
467,Daniel Thomas,MIA,RB,12,0,0,0,325,4,15,156,0,0,0,0,0,5.7,68.1
469,Nnamdi Asomugha,PHI,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,4.2,68
469,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,20,12,12,11,4.2,68
471,Michael Huff,LV,FS,16,0,0,0,0,0,0,0,0,0,2,0,0,4.2,67.5
471,Dallas Clark,TB,TE,16,0,0,0,0,0,47,435,4,0,0,0,0,4.2,67.5
471,Nate Allen,PHI,FS,15,0,0,0,0,0,0,0,0,0,0,0,0,4.5,67.5
471,Brandon Browner,SEA,SS,12,0,0,0,0,0,0,0,0,0,3,3,1,5.6,67.5
471,Jacob Tamme,DEN,TE,16,0,0,0,0,0,52,555,2,0,0,0,0,4.2,67.5
476,David Wilson,NYG,RB,16,0,0,0,358,4,4,34,1,0,0,0,0,4.2,67.2
477,Derek Wolfe,DEN,DE,16,0,0,0,0,0,0,0,0,6,0,0,0,4.2,67.1
478,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,34,11,11,6,4.2,67
479,Brandon Mebane,SEA,DT,16,0,0,0,0,0,0,0,0,3,0,0,1,4.2,66.7
480,Lamarr Woodley,PIT,OLB,13,0,0,0,0,0,0,0,0,4,1,1,1,5.1,66.6
481,Desmond Bryant,LV,DT,16,0,0,0,0,0,0,0,0,4,0,1,0,4.2,66.5
482,Michael Floyd,ARI,WR,16,0,0,0,0,0,45,562,2,0,0,0,0,4.1,66.2
483,Mike Harris,JAX,CB,15,0,0,0,0,0,0,0,0,1,1,0,0,4.4,66.1
484,Steve Gregory,NE,FS,12,0,0,0,0,0,0,0,0,0,3,2,2,5.5,66
484,Bruce Irvin,SEA,OLB,16,0,0,0,0,0,0,0,0,8,0,1,1,4.1,66
486,Jackie Battle,LAC,FB,16,0,0,0,311,3,15,108,1,0,0,0,0,4.1,65.9
487,Juqua Parker,CLE,DE,16,0,0,0,0,0,0,0,0,6,0,2,1,4.1,65.8
488,Kyle Vanden Bosch,DET,DE,16,0,0,0,0,0,0,0,0,3.5,0,0,0,4.1,65.7
489,Joel Dreessen,DEN,TE,16,0,0,0,0,0,41,356,5,0,0,0,0,4.1,65.6
490,Leonard Johnson,TB,CB,16,0,0,0,0,0,0,0,0,0,3,1,1,4.1,65.5
490,Jabari Greer,NO,CB,14,0,0,0,0,0,0,0,0,0,3,0,0,4.7,65.5
492,Anthony Fasano,MIA,TE,16,0,0,0,0,0,41,332,5,0,0,0,0,4.1,65.2
493,Kroy Biermann,ATL,DE,16,0,0,0,0,0,0,0,0,4,0,0,0,4.1,65.1
494,Emmanuel Sanders,PIT,WR,16,0,0,0,4,0,44,626,1,0,0,0,0,4.1,65
495,Jason Avant,PHI,WR,14,0,0,0,0,0,53,648,0,0,0,0,0,4.6,64.8
495,EJ Biggers,TB,CB,13,0,0,0,0,0,0,0,0,1,1,2,0,5,64.8
497,Quinton Coples,NYJ,DE,16,0,0,0,0,0,0,0,0,5.5,0,0,0,4,64
498,Bernard Pierce,BAL,RB,16,0,0,0,532,1,7,47,0,0,0,0,0,4,63.9
498,Titus Young,DET,WR,10,0,0,0,16,0,33,383,4,0,0,0,0,6.4,63.9
500,Kevin Walter,HOU,WR,16,0,0,0,0,0,41,518,2,0,0,0,0,4,63.8
501,Demorrio Williams,LAC,LB,14,0,0,0,0,0,0,0,0,0,2,0,0,4.5,63.5
501,Chris Culliver,SF,CB,16,0,0,0,0,0,0,0,0,0,2,1,1,4,63.5
503,Marcus Gilchrist,LAC,SS,16,0,0,0,0,0,0,0,0,1,0,0,0,4,63.2
504,Corey Graham,BAL,FS,16,0,0,0,0,0,0,0,0,0,2,1,0,3.9,63
505,Brett Keisel,PIT,DE,16,0,0,0,0,0,0,0,0,4.5,0,0,1,3.9,62.9
506,Frostee Rucker,CLE,DE,16,0,0,0,0,0,0,0,0,4,0,1,0,3.9,62.7
507,Ray Lewis,BAL,LB,6,0,0,0,0,0,0,0,0,1,0,1,1,10.4,62.5
507,Atari Bigby,LAC,SS,11,0,0,0,0,0,0,0,0,0,0,0,1,5.7,62.5
507,Aqib Talib,NE,CB,10,0,0,0,0,0,0,0,0,0,2,0,1,6.2,62.5
510,Shane Vereen,NE,RB,13,0,0,0,251,3,8,149,1,0,0,0,0,4.8,62
510,Maurice Jones-Drew,JAX,RB,6,0,0,0,414,1,14,86,1,0,0,0,0,10.3,62
510,Trent Cole,PHI,OLB,16,0,0,0,0,0,0,0,0,3,0,1,1,3.9,62
513,Daryl Richardson,LAR,RB,16,0,0,0,475,0,24,163,0,0,0,0,0,3.9,61.8
514,Alfonzo Dennard,NE,CB,10,0,0,0,0,0,0,0,0,0,3,1,0,6.2,61.5
515,Randy Moss,SF,WR,16,0,0,0,0,0,28,434,3,0,0,0,0,3.8,61.4
516,Jonathan Stewart,CAR,RB,9,0,0,0,336,1,17,157,1,0,0,0,0,6.8,61.3
516,Antonio Cromartie,NYJ,CB,16,0,0,0,0,0,1,-2,0,0,3,0,0,3.8,61.3
518,Darius Butler,IND,FS,11,0,0,0,0,0,0,0,0,0,4,1,1,5.5,61
519,Greg Jennings,GB,WR,8,0,0,0,0,0,36,366,4,0,0,0,0,7.6,60.6
520,Domata Peko Sr.,CIN,NT,16,0,0,0,0,0,0,0,0,2,0,0,1,3.8,60.4
520,Quentin Groves,ARI,OLB,16,0,0,0,0,0,0,0,0,4,0,1,0,3.8,60.4
522,Prince Amukamara,NYG,CB,13,0,0,0,0,0,0,0,0,0,1,0,0,4.6,60
522,James Anderson,CAR,ILB,12,0,0,0,0,0,0,0,0,0,0,0,0,5,60
522,Sean Lee,DAL,OLB,6,0,0,0,0,0,0,0,0,0,1,1,0,10,60
522,Josh Robinson,MIN,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,3.8,60
526,Tyson Alualu,JAX,DE,16,0,0,0,0,0,0,0,0,3.5,0,0,1,3.7,59.7
527,Ropati Pitoitua,KC,DE,15,0,0,0,0,0,0,0,0,2,0,1,0,4,59.5
527,Justin Tuck,NYG,DE,15,0,0,0,0,0,0,0,0,4,0,0,0,4,59.5
529,Barry Cofield,WAS,NT,16,0,0,0,0,0,0,0,0,2.5,0,1,0,3.7,59.3
530,Rolando McClain,LV,ILB,11,0,0,0,0,0,0,0,0,1,0,1,0,5.4,59.2
531,Ronnie Brown,LAC,RB,14,0,0,0,220,0,49,371,0,0,0,0,0,4.2,59.1
532,Donald Brown,IND,RB,10,0,0,0,417,1,9,93,0,0,0,0,0,5.9,59
532,Akeem Dent,ATL,OLB,16,0,0,0,0,0,0,0,0,0,0,0,0,3.7,59
532,Daniel Te'o-Nesheim,TB,DE,16,0,0,0,0,0,0,0,0,4,0,0,0,3.7,59
532,Danny McCray,DAL,SS,15,0,0,0,0,0,0,0,0,0,1,0,0,3.9,59
532,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,30,8,12,5,3.7,59
537,Alex Green,GB,RB,12,0,0,0,464,0,18,125,0,0,0,0,0,4.9,58.9
538,Ahtyba Rubin,CLE,DT,13,0,0,0,0,0,0,0,0,2,0,2,0,4.5,58.3
539,Adam Jones,CIN,CB,16,0,0,0,0,0,0,0,0,1,0,1,0,3.6,58.1
540,Las Vegas Raiders,LV,DST,16,0,0,0,0,0,0,0,0,25,11,9,8,3.6,58
